Proteome Id	Organism Id
UP000034150	1807
UP000036313	1807
UP000294952	1807
UP000323884	1807141
UP000217617	1807358
UP000075580	1807499
UP000075667	1807500
UP000242251	1808001
UP000286848	1808352
UP000195129	180848
UP000438476	1808508
UP000194695	180856
UP000194898	180862
UP000195120	180866
UP000194911	180867
UP000195152	180868
UP000195089	180881
UP000194721	180883
UP000194587	180890
UP000194733	180891
UP000195085	180894
UP000481043	1808955
UP000325755	1808979
UP000029435	180957
UP000269351	180957
UP000768524	180957
UP000189722	180978
UP000092952	1810504
UP000077317	1811193
UP000076382	1811386
UP000289041	1811674
UP000289070	1811675
UP000289100	1811676
UP000289062	1811677
UP000289106	1811678
UP000289109	1811679
UP000289088	1811680
UP000289076	1811681
UP000289099	1811682
UP000289091	1811683
UP000289075	1811684
UP000289064	1811685
UP000289079	1811686
UP000289077	1811687
UP000289094	1811688
UP000289069	1811689
UP000289104	1811690
UP000289065	1811691
UP000289090	1811692
UP000289089	1811693
UP000289102	1811694
UP000289101	1811695
UP000289107	1811696
UP000289096	1811697
UP000289084	1811698
UP000289095	1811700
UP000289083	1811701
UP000289078	1811702
UP000289068	1811703
UP000289085	1811704
UP000289081	1811705
UP000289093	1811710
UP000289067	1811711
UP000289105	1811712
UP000289066	1811713
UP000289073	1811715
UP000289087	1811716
UP000289063	1811717
UP000289092	1811718
UP000289071	1811720
UP000289103	1811721
UP000289098	1811722
UP000289086	1811723
UP000289072	1811724
UP000289080	1811725
UP000289082	1811726
UP000289040	1811727
UP000289074	1811728
UP000289061	1811729
UP000289108	1811730
UP000252249	1812012
UP000509266	1812111
UP000509173	1812112
UP000509580	1812115
UP000541817	1812117
UP000077614	1812182
UP000521032	1812261
UP000600171	1812262
UP000297248	1812349
UP000189680	1812480
UP000255036	1812858
UP000075747	1812911
UP000742934	1812934
UP001289659	1812934
UP000036013	1812935
UP000077063	1812935
UP000595858	1812935
UP000813349	1812935
UP000093205	1813019
UP000286095	1813019
UP000429436	1813019
UP000430858	1813019
UP000186887	1813033
UP000071670	1813182
UP000077673	1813677
UP000321533	1813871
UP000249842	1813876
UP000315673	1813879
UP000423741	1813880
UP000077219	1813946
UP000199039	1814289
UP000294325	1814290
UP000282818	1815562
UP000516412	1815583
UP000660680	1816
UP000540685	1816182
UP000428325	1816183
UP000177820	1816218
UP000277108	1817405
UP000305921	1817406
UP000292881	1817495
UP000177979	1817722
UP000177390	1817723
UP000176191	1817726
UP000176682	1817728
UP000179237	1817731
UP000177921	1817732
UP000178084	1817737
UP000177399	1817738
UP000177086	1817739
UP000177975	1817741
UP000177253	1817743
UP000177804	1817744
UP000177816	1817746
UP000178440	1817747
UP000176844	1817748
UP000178267	1817749
UP000178437	1817750
UP000178132	1817751
UP000176600	1817752
UP000217074	1817754
UP000179076	1817755
UP000178379	1817756
UP000179334	1817757
UP000177925	1817758
UP000179344	1817759
UP000178885	1817760
UP000177950	1817761
UP000179360	1817764
UP000179362	1817766
UP000179037	1817768
UP000178449	1817772
UP000177583	1817773
UP000178735	1817813
UP000177614	1817814
UP000177521	1817815
UP000177187	1817816
UP000176547	1817820
UP000177610	1817821
UP000177912	1817822
UP000176233	1817823
UP000176864	1817824
UP000178892	1817825
UP000176339	1817827
UP000178377	1817828
UP000176786	1817832
UP000177682	1817838
UP000177281	1817841
UP000177235	1817845
UP000177230	1817851
UP000178273	1817856
UP000176856	1817858
UP000179133	1817859
UP000177425	1817861
UP000178943	1817863
UP000179157	1817864
UP000176992	1817865
UP000179034	1817866
UP000179129	1817867
UP000178606	1817868
UP000176487	1817870
UP000176229	1817871
UP000176338	1817873
UP000176549	1817874
UP000177002	1817875
UP000178526	1817876
UP000179266	1817878
UP000178797	1817879
UP000178435	1817880
UP000178082	1817883
UP000179243	1817890
UP000183245	1817892
UP000182278	1817893
UP000183085	1817895
UP000177434	1817896
UP000188879	1817963
UP000094849	1818881
UP000076555	1819295
UP000093256	1819298
UP000201613	1819565
UP000184341	1819727
UP000478183	1820333
UP000517209	1820614
UP000572680	182080
UP000886188	182141
UP000078070	1821621
UP000005010	182217
UP000465241	182220
UP000077184	1822214
UP000077440	1822216
UP000077323	1822225
UP000076965	1822226
UP000077014	1822227
UP000077305	1822233
UP000077327	1822234
UP000077043	1822235
UP000077400	1822238
UP000077326	1822240
UP000076952	1822242
UP000077427	1822249
UP000077439	1822254
UP000798488	182264
UP000885680	182270
UP000255467	1823
UP000317039	1823
UP000075994	1823759
UP000502472	1823760
UP000248706	1825093
UP000078429	1825094
UP000245081	1825523
UP000078246	1825933
UP000251648	1826168
UP000245390	1826607
UP000078459	1826909
UP000218535	1827144
UP000238260	1827284
UP000239815	1827287
UP000238233	1827288
UP000238576	1827290
UP000238044	1827294
UP000239514	1827299
UP000078413	1827323
UP000078289	1827324
UP000092258	1827365
UP000192779	1827376
UP000192473	1827377
UP000192310	1827378
UP000192864	1827381
UP000192868	1827382
UP000192863	1827383
UP000192385	1827384
UP000192684	1827385
UP000192872	1827387
UP000076746	1827469
UP000268088	1827501
UP000621492	1827502
UP000264883	182773
UP000268233	182779
UP000443678	1827853
UP000431352	1827978
UP000076038	1828
UP000216662	1828
UP000324965	1828112
UP000410647	1828156
UP000430416	1828179
UP000341143	1828244
UP000321405	182838
UP000599214	1828611
UP000642708	1828648
UP000631728	1828680
UP000615026	1828722
UP000622533	1828758
UP000641405	1828822
UP000625354	1828825
UP000621799	1828826
UP000646314	1828827
UP000651301	1828828
UP000627638	1828880
UP001162740	1829
UP000460298	183
UP000042997	1830
UP000184016	1830138
UP000316379	1831
UP000317480	1831
UP000318265	1831
UP000320115	1831
UP000520843	1831
UP000583916	1831
UP000002516	183190
UP000662841	183192
UP000325576	1833
UP000502345	1833
UP000627573	1833
UP000189464	1833852
UP000283077	1834037
UP000092324	1834066
UP000091849	1834070
UP000092232	1834073
UP000092014	1834075
UP000092027	1834077
UP000092106	1834078
UP000091934	1834080
UP000092339	1834081
UP000092144	1834083
UP000093598	1834085
UP000093924	1834087
UP000092736	1834089
UP000093975	1834091
UP000092199	1834092
UP000092171	1834094
UP000091945	1834096
UP000092227	1834097
UP000093590	1834101
UP000091887	1834106
UP000091910	1834111
UP000092113	1834112
UP000092013	1834115
UP000091973	1834116
UP000092025	1834117
UP000091876	1834119
UP000092351	1834124
UP000092369	1834126
UP000092218	1834128
UP000092350	1834132
UP000092145	1834133
UP000091863	1834134
UP000091878	1834135
UP000091882	1834138
UP000091909	1834143
UP000092003	1834144
UP000092300	1834146
UP000091927	1834147
UP000092151	1834149
UP000092152	1834150
UP000092325	1834151
UP000092062	1834152
UP000093705	1834153
UP000187084	1834154
UP000093595	1834155
UP000187557	1834159
UP000187139	1834162
UP000195020	1834165
UP000194859	1834172
UP000194585	1834173
UP000194867	1834176
UP000194891	1834177
UP000194623	1834178
UP000194865	1834180
UP000195131	1834182
UP000196324	1834184
UP000194625	1834187
UP000195233	1834188
UP000195043	1834191
UP000196151	1834192
UP000195141	1834193
UP000092525	1834198
UP000092604	1834207
UP000651668	1834438
UP000179748	1834512
UP000189023	1834514
UP000179465	1834515
UP000188929	1834516
UP000186828	1835005
UP000061135	1835254
UP000198677	183556
UP000092809	1835721
UP000576209	1835722
UP000251784	1835756
UP000251349	1835766
UP000250922	1835767
UP000250858	1835769
UP000439780	1836209
UP000243254	1836462
UP000092164	1836467
UP000588604	1836499
UP000234331	1836972
UP000604475	1836974
UP000323946	1837
UP000185561	1837170
UP000078292	1837282
UP000703315	1837282
UP000192387	1837283
UP000292373	1837344
UP001056001	183754
UP000031675	183763
UP000439522	1837929
UP000587002	1838
UP000078532	1838280
UP000199131	1838281
UP000186940	1838285
UP000095228	1838286
UP000586947	1839617
UP000076945	1839752
UP000199013	1839754
UP000199020	1839759
UP000199186	1839762
UP000198957	1839763
UP000199235	1839766
UP000199401	1839768
UP000198750	1839774
UP000199316	1839775
UP000198581	1839776
UP000198886	1839780
UP000198690	1839783
UP000191246	1839799
UP000185934	1839801
UP000185779	1839936
UP000885863	1839936
UP000885936	1839936
UP000093290	1840087
UP000078145	1840095
UP000078233	1840217
UP000317938	1840331
UP000193416	1840472
UP000193579	1840537
UP000305560	1840703
UP000252906	1840705
UP000577707	1841
UP000186239	1841596
UP000186209	1841597
UP000186063	1841598
UP000186851	1841599
UP000094828	1841610
UP000093320	1841653
UP000093137	1841654
UP000093001	1841657
UP000241595	1841859
UP000240988	1841860
UP000240424	1841861
UP000587396	1841863
UP000706891	1841864
UP000764045	1841864
UP000717835	1841865
UP000283433	1842495
UP000182517	1842532
UP000094760	1842533
UP000094988	1842535
UP000095140	1842536
UP000186579	1842537
UP000094689	1842539
UP000094168	1842540
UP000186609	1842727
UP000093930	1843184
UP000295684	1843235
UP000546701	1843237
UP000094323	1843368
UP000269001	1843371
UP000077659	1843580
UP000259570	1843581
UP000094259	1843690
UP000094593	1843691
UP000094425	1843715
UP000033772	1844
UP000183859	1844006
UP000093093	1844100
UP000093082	1844105
UP000252107	1844469
UP000186390	1844708
UP000196261	1844971
UP000092024	1844972
UP000516514	1845000
UP000198307	184748
UP000187499	1847728
UP000298492	1847730
UP000184363	1848
UP000077545	1848038
UP000077549	1848039
UP000603865	1848197
UP000510823	1848255
UP000180025	1848291
UP000180026	1848292
UP000295157	1848320
UP000295258	1848322
UP000307043	1848324
UP000294543	1848329
UP000275473	1848460
UP000237987	1848594
UP000239972	1848601
UP000239902	1848603
UP000238113	1848605
UP000238612	1848616
UP000238961	1848688
UP000239253	1848690
UP000239880	1848691
UP000239782	1848692
UP000238041	1848693
UP001200537	184870
UP000238763	1848709
UP000239970	1848717
UP000238142	1848723
UP000242239	1848729
UP000239329	1848735
UP000239064	1848738
UP000510735	1848756
UP000094873	1848766
UP000038200	1848903
UP000045051	1848903
UP000265497	1848903
UP000217348	1848904
UP000218502	1848928
UP000310754	1848972
UP000503483	1849015
UP000473531	1849021
UP000095372	1849031
UP000095776	1849032
UP000294682	1849041
UP000636793	1849103
UP000288758	184914
UP000185649	1849166
UP000078475	1849167
UP000078479	1849168
UP000078223	1849170
UP000078455	1849171
UP000646877	184924
UP000092663	1849249
UP000094058	1849261
UP000078514	1849360
UP000094087	1849364
UP000095125	1849365
UP000297504	1849735
UP000217958	1849736
UP000093657	1849840
UP000078022	1849967
UP000095713	1849968
UP000199428	185007
UP000327030	185007
UP000473091	185007
UP000179284	185008
UP000183047	185008
UP000245999	1850093
UP000317646	1850093
UP000218934	1850238
UP000176050	1850246
UP000176562	1850250
UP000181898	1850252
UP000186074	1850254
UP000236327	1850347
UP000220102	1850348
UP000282529	1850366
UP000480151	1850370
UP000309667	1850373
UP000327444	1850374
UP000460626	1850444
UP000078454	1850517
UP000078308	1850526
UP000281647	1851146
UP000188181	1851148
UP000265453	1851167
UP000236477	1851207
UP000295244	185139
UP000290539	1851410
UP000196310	1851505
UP000094749	1851512
UP000295530	1851514
UP000078558	1851544
UP000092665	1851568
UP000225719	1851571
UP000224588	1851572
UP000195166	1851577
UP000030848	1852
UP000281343	1852017
UP000712080	1852020
UP000321933	1852021
UP000293719	1852022
UP000325291	1852029
UP000759246	1852361
UP000697330	1852386
UP000226079	185243
UP000193834	1852522
UP000253820	1852704
UP000485542	1852786
UP000485433	1852787
UP000485566	1852788
UP000485441	1852789
UP000485481	1852790
UP000485434	1852791
UP000485406	1852792
UP000485650	1852793
UP000485652	1852795
UP000485384	1852796
UP000485642	1852797
UP000485369	1852798
UP000485583	1852799
UP000485425	1852800
UP000485534	1852801
UP000485393	1852802
UP000485543	1852803
UP000485564	1852804
UP000485514	1852805
UP000485407	1852806
UP000485461	1852807
UP000485643	1852808
UP000485513	1852809
UP000485368	1852810
UP000485404	1852811
UP000485651	1852812
UP000485601	1852813
UP000485380	1852814
UP000485567	1852815
UP000485463	1852816
UP000485537	1852817
UP000485568	1852818
UP000485464	1852820
UP000485501	1852821
UP000485480	1852822
UP000485646	1852823
UP000485370	1852824
UP000485392	1852825
UP000485621	1852826
UP000485562	1852827
UP000485484	1852828
UP000485367	1852829
UP000485482	1852830
UP000485391	1852831
UP000485552	1852832
UP000485569	1852833
UP000485361	1852834
UP000485506	1852835
UP000485551	1852836
UP000485518	1852838
UP000485438	1852840
UP000485405	1852841
UP000485442	1852847
UP000485462	1852848
UP000485522	1852849
UP000485644	1852850
UP000485549	1852851
UP000485382	1852852
UP000485655	1852853
UP000485483	1852854
UP000485394	1852855
UP000485545	1852856
UP000485521	1852857
UP000485538	1852858
UP000485530	1852859
UP000485444	1852860
UP000485403	1852861
UP000485526	1852862
UP000485525	1852863
UP000485535	1852864
UP000485435	1852865
UP000485553	1852866
UP000485565	1852867
UP000485560	1852868
UP000485532	1852869
UP000485515	1852870
UP000485440	1852871
UP000485527	1852872
UP000485531	1852873
UP000485544	1852874
UP000485396	1852875
UP000485508	1852876
UP000485648	1852877
UP000485653	1852879
UP000485366	1852880
UP000485503	1852881
UP000485424	1852882
UP000485439	1852883
UP000485600	1852884
UP000485390	1852885
UP000485654	1852886
UP000485387	1852887
UP000485580	1852888
UP000485645	1852889
UP000485460	1852890
UP000485364	1852891
UP000485436	1852893
UP000485582	1852894
UP000485585	1852895
UP000485365	1852896
UP000485502	1852897
UP000485465	1852898
UP000485523	1852899
UP000485547	1852900
UP000485360	1852901
UP000485603	1852902
UP000485371	1852903
UP000485548	1852904
UP000485432	1852905
UP000485604	1852906
UP000485505	1852907
UP000485509	1852908
UP000485528	1852909
UP000485656	1852910
UP000485520	1852911
UP000485640	1852912
UP000485402	1852913
UP000485507	1852914
UP000485426	1852915
UP000485363	1852916
UP000485429	1852917
UP000485561	1852918
UP000485408	1852919
UP000485397	1852920
UP000485420	1852921
UP000485512	1852922
UP000485389	1852923
UP000485443	1852924
UP000485511	1852925
UP000485541	1852926
UP000485529	1852927
UP000485381	1852928
UP000485423	1852929
UP000485602	1852930
UP000485620	1852931
UP000485533	1852933
UP000485584	1852934
UP000485431	1852935
UP000485550	1852936
UP000485430	1852937
UP000485641	1852938
UP000485466	1852939
UP000485422	1852940
UP000485581	1852941
UP000485401	1852942
UP000485428	1852943
UP000078354	1853130
UP000092074	1853258
UP000272412	1853276
UP000198238	1853278
UP000256429	1853311
UP000267112	1853682
UP000327074	1853684
UP000326520	1853685
UP000326187	1853686
UP000191169	1853690
UP000276115	1853699
UP000092385	1854056
UP000093625	1854057
UP000196005	1854492
UP000217349	1854492
UP000502831	1854492
UP000317078	1854500
UP000242444	1854586
UP000216936	1854588
UP000092637	1855282
UP000199214	1855283
UP000199151	1855285
UP000199667	1855286
UP000323366	1855287
UP000198686	1855288
UP000198529	1855289
UP000199454	1855290
UP000199631	1855291
UP000198834	1855292
UP000199189	1855294
UP000184158	1855297
UP000198573	1855299
UP000218980	1855300
UP000217451	1855301
UP000199291	1855302
UP000199049	1855303
UP000219130	1855304
UP000198631	1855305
UP000199351	1855306
UP000198404	1855307
UP000199583	1855313
UP000198719	1855315
UP000199282	1855316
UP000199284	1855318
UP000198509	1855319
UP000198770	1855321
UP000198574	1855322
UP000199511	1855323
UP000199404	1855324
UP000198560	1855325
UP000198787	1855327
UP000199430	1855328
UP000198801	1855330
UP000186794	1855331
UP000198731	1855332
UP000198772	1855333
UP000198899	1855334
UP000199117	1855336
UP000184455	1855338
UP000183249	1855339
UP000199483	1855342
UP000199160	1855343
UP000198696	1855344
UP000198627	1855346
UP000199436	1855347
UP000198754	1855348
UP000198812	1855349
UP000199275	1855351
UP000199277	1855370
UP000218046	1855372
UP000198526	1855373
UP000198626	1855374
UP000199590	1855375
UP000198576	1855376
UP000243284	1855377
UP000198845	1855380
UP000199647	1855383
UP000199094	1855384
UP000198708	1855396
UP000198880	1855397
UP000199209	1855398
UP000199407	1855399
UP000198503	1855400
UP000078304	1855519
UP000194154	1855823
UP000294865	1855823
UP000501122	1855823
UP001152872	1855837
UP000308516	1855858
UP000194189	1855863
UP000306040	1855872
UP000194293	1855873
UP000076079	1855912
UP000032545	1856
UP000196424	1856277
UP000243183	1856278
UP000195391	1856279
UP000195872	1856281
UP000196544	1856282
UP000242332	1856283
UP000196455	1856284
UP000226439	1856285
UP000226438	1856286
UP000195753	1856287
UP000195964	1856290
UP000195333	1856291
UP000196525	1856292
UP000196590	1856293
UP000195444	1856294
UP000196091	1856295
UP000196289	1856296
UP000195978	1856297
UP000196067	1856298
UP000195630	1856299
UP000195649	1856301
UP000195301	1856302
UP001209317	1856322
UP000176037	1856405
UP000467105	185642
UP000182015	1856638
UP000095082	1856684
UP000094618	1856685
UP000094355	1856846
UP000092291	1856859
UP000092391	1856860
UP000092060	1856861
UP000091981	1856862
UP000091950	1856863
UP000092249	1856864
UP000314223	1857024
UP000199065	185761
UP000189065	1857892
UP000219285	1858656
UP000179734	1858794
UP000238296	1858794
UP000242802	1858795
UP000286862	1859130
UP000287615	1859130
UP000288892	1859130
UP000287853	1859131
UP000288086	1859133
UP000275348	1859289
UP000274907	1859290
UP000179786	1859457
UP000178622	1859473
UP000177273	1859475
UP000244189	185949
UP000326857	185949
UP000244013	185950
UP000240996	185951
UP000092674	1859694
UP000092641	1859695
UP000236682	1860084
UP000183748	1860085
UP000183593	1860086
UP000183198	1860087
UP000186520	1860088
UP000185862	1860089
UP000242572	1860091
UP000183546	1860092
UP000182920	1860093
UP000182339	1860094
UP000183188	1860095
UP000095065	1860096
UP000094273	1860098
UP000094786	1860099
UP000094736	1860100
UP000199600	1860101
UP000199169	1860102
UP000078596	1860122
UP000093803	1860123
UP000092728	1860125
UP000094499	1860156
UP000094981	1860157
UP000078283	1860161
UP000183642	1861
UP000184428	1861
UP000198650	186116
UP000242187	1861638
UP000196077	1861639
UP000236527	1861711
UP000374834	1862133
UP001060336	1862145
UP000269019	1862358
UP000285575	1862385
UP000282832	1862386
UP000186341	1862668
UP000186705	1862672
UP000244577	1862707
UP000242637	1863
UP000254118	1863
UP000068164	1864509
UP000185651	1864608
UP000050509	186479
UP000215802	1864822
UP000233394	1864824
UP000235834	1864825
UP000056466	186490
UP000067325	186490
UP000234253	186490
UP000001013	186497
UP000324354	186497
UP000294564	186571
UP000182695	1866312
UP000239707	1866325
UP001214043	1866326
UP000254925	186651
UP000175662	1866913
UP000485421	1866922
UP000485649	1866923
UP000485516	1866924
UP000485540	1866925
UP000485388	1866926
UP000485362	1866927
UP000485510	1866928
UP000485437	1866929
UP000485563	1866930
UP000485517	1866931
UP000485427	1866932
UP000485536	1866934
UP000485504	1866935
UP000485400	1866936
UP000485500	1866937
UP000515790	1866938
UP000320239	1867
UP000297549	1867101
UP000190813	1867263
UP000253508	1867410
UP000526892	186761
UP000268091	1867715
UP000232163	1867719
UP000271650	1867749
UP000646365	1867774
UP000201728	1867846
UP000231658	1867952
UP000186894	1867956
UP000578112	1868
UP000253723	1868214
UP000094702	1868281
UP000094076	1868282
UP000094164	1868283
UP000186312	1868284
UP000094728	1868285
UP000094333	1868286
UP000266389	1868324
UP000092496	1868325
UP000237889	1868589
UP000317587	1868734
UP000501830	1868793
UP000501451	1868794
UP000054537	1869
UP000175826	1869167
UP000648888	1869185
UP000716153	1869185
UP000742880	1869185
UP000243835	1869212
UP000257265	1869212
UP000258119	1869212
UP000259502	1869212
UP000260105	1869212
UP000260289	1869212
UP000261012	1869212
UP000261292	1869212
UP000261803	1869212
UP000262208	1869212
UP000262331	1869212
UP000262475	1869212
UP000262646	1869212
UP000264174	1869212
UP000264411	1869212
UP000291351	1869212
UP000291655	1869212
UP000291731	1869212
UP000292083	1869212
UP000292355	1869212
UP000292698	1869212
UP000292740	1869212
UP000292952	1869212
UP000292998	1869212
UP000293149	1869212
UP000293261	1869212
UP000293368	1869212
UP000293796	1869212
UP000293886	1869212
UP000293992	1869212
UP000294105	1869212
UP000316711	1869212
UP000316865	1869212
UP000316944	1869212
UP000318184	1869212
UP000320417	1869212
UP000321284	1869212
UP000321779	1869212
UP000322365	1869212
UP000411023	1869212
UP000462148	1869212
UP000518070	1869212
UP000523724	1869212
UP000530790	1869212
UP000540161	1869212
UP000555622	1869212
UP000563244	1869212
UP000604127	1869212
UP000613640	1869212
UP000615712	1869212
UP000620899	1869212
UP000627490	1869212
UP000629268	1869212
UP000634518	1869212
UP000651201	1869212
UP000660493	1869212
UP000665391	1869212
UP000669190	1869212
UP000670744	1869212
UP000674920	1869212
UP000680718	1869212
UP000683300	1869212
UP000695877	1869212
UP000697360	1869212
UP000710664	1869212
UP000713728	1869212
UP000721334	1869212
UP000724232	1869212
UP000728607	1869212
UP000735277	1869212
UP000736448	1869212
UP000739479	1869212
UP000740491	1869212
UP000740767	1869212
UP000742920	1869212
UP000743414	1869212
UP000749867	1869212
UP000752337	1869212
UP000753522	1869212
UP000754993	1869212
UP000761878	1869212
UP000765989	1869212
UP000777812	1869212
UP000780950	1869212
UP000782481	1869212
UP000783263	1869212
UP000785606	1869212
UP000787601	1869212
UP000807773	1869212
UP000807888	1869212
UP000808136	1869212
UP000226705	1869214
UP000226933	1869214
UP000261853	1869214
UP000262299	1869214
UP000264436	1869214
UP000321670	1869214
UP000218640	1869227
UP000221717	1869227
UP000222219	1869227
UP000223827	1869227
UP000226581	1869227
UP000226601	1869227
UP000226982	1869227
UP000227129	1869227
UP000227140	1869227
UP000227188	1869227
UP000227197	1869227
UP000227209	1869227
UP000227276	1869227
UP000228620	1869227
UP000228953	1869227
UP000229275	1869227
UP000230339	1869227
UP000230403	1869227
UP000230408	1869227
UP000230499	1869227
UP000230900	1869227
UP000230957	1869227
UP000231188	1869227
UP000231253	1869227
UP000248779	1869227
UP000252425	1869227
UP000253580	1869227
UP000262660	1869227
UP000263205	1869227
UP000263213	1869227
UP000263709	1869227
UP000265746	1869227
UP000265952	1869227
UP000269756	1869227
UP000270693	1869227
UP000270865	1869227
UP000272387	1869227
UP000272694	1869227
UP000272721	1869227
UP000274276	1869227
UP000274307	1869227
UP000274917	1869227
UP000278851	1869227
UP000278871	1869227
UP000279586	1869227
UP000279675	1869227
UP000280647	1869227
UP000280817	1869227
UP000281186	1869227
UP000281234	1869227
UP000281273	1869227
UP000282063	1869227
UP000291243	1869227
UP000291247	1869227
UP000292410	1869227
UP000293188	1869227
UP000293226	1869227
UP000293647	1869227
UP000293802	1869227
UP000294187	1869227
UP000315256	1869227
UP000315598	1869227
UP000315599	1869227
UP000316661	1869227
UP000316766	1869227
UP000317166	1869227
UP000317250	1869227
UP000317727	1869227
UP000318129	1869227
UP000318220	1869227
UP000318539	1869227
UP000318736	1869227
UP000318773	1869227
UP000319086	1869227
UP000319277	1869227
UP000320082	1869227
UP000320336	1869227
UP000320426	1869227
UP000320939	1869227
UP000436454	1869227
UP000442147	1869227
UP000443324	1869227
UP000447376	1869227
UP000460308	1869227
UP000470387	1869227
UP000476786	1869227
UP000480529	1869227
UP000482304	1869227
UP000482661	1869227
UP000517782	1869227
UP000520631	1869227
UP000524694	1869227
UP000537338	1869227
UP000541707	1869227
UP000547013	1869227
UP000553475	1869227
UP000561989	1869227
UP000568142	1869227
UP000574129	1869227
UP000576983	1869227
UP000579142	1869227
UP000583463	1869227
UP000623817	1869227
UP000671580	1869227
UP000674693	1869227
UP000697463	1869227
UP000698562	1869227
UP000699759	1869227
UP000700699	1869227
UP000703182	1869227
UP000704174	1869227
UP000704533	1869227
UP000706619	1869227
UP000707936	1869227
UP000708513	1869227
UP000710289	1869227
UP000711544	1869227
UP000712821	1869227
UP000712979	1869227
UP000713126	1869227
UP000713134	1869227
UP000713416	1869227
UP000714146	1869227
UP000714458	1869227
UP000714475	1869227
UP000717879	1869227
UP000721716	1869227
UP000722101	1869227
UP000722595	1869227
UP000723160	1869227
UP000723186	1869227
UP000724225	1869227
UP000726314	1869227
UP000726444	1869227
UP000726519	1869227
UP000727124	1869227
UP000727835	1869227
UP000731248	1869227
UP000732216	1869227
UP000732494	1869227
UP000734375	1869227
UP000734735	1869227
UP000736010	1869227
UP000737229	1869227
UP000737675	1869227
UP000739095	1869227
UP000740204	1869227
UP000740353	1869227
UP000741807	1869227
UP000741864	1869227
UP000742899	1869227
UP000743440	1869227
UP000743678	1869227
UP000748414	1869227
UP000752537	1869227
UP000753712	1869227
UP000754199	1869227
UP000758397	1869227
UP000758464	1869227
UP000759946	1869227
UP000761154	1869227
UP000762637	1869227
UP000763616	1869227
UP000764330	1869227
UP000765460	1869227
UP000766361	1869227
UP000766948	1869227
UP000768979	1869227
UP000769571	1869227
UP000771646	1869227
UP000771925	1869227
UP000771985	1869227
UP000775494	1869227
UP000778888	1869227
UP000779740	1869227
UP000779951	1869227
UP000780807	1869227
UP000783736	1869227
UP000784883	1869227
UP000786078	1869227
UP000786229	1869227
UP000786266	1869227
UP000786981	1869227
UP000787088	1869227
UP000787909	1869227
UP000788433	1869227
UP000798499	1869227
UP000798940	1869227
UP000798996	1869227
UP000799222	1869227
UP000799472	1869227
UP000805648	1869227
UP000806862	1869227
UP000807600	1869227
UP000808183	1869227
UP000808440	1869227
UP000810916	1869227
UP000811279	1869227
UP000811352	1869227
UP000811541	1869227
UP000811697	1869227
UP000818447	1869227
UP000818595	1869227
UP000821280	1869227
UP000823898	1869227
UP000885624	1869227
UP000885633	1869227
UP000885741	1869227
UP000885757	1869227
UP000885789	1869227
UP000885796	1869227
UP000885817	1869227
UP000885843	1869227
UP000885851	1869227
UP000885878	1869227
UP000885924	1869227
UP000885962	1869227
UP000886170	1869227
UP000886171	1869227
UP000886183	1869227
UP000886186	1869227
UP000886297	1869227
UP000886331	1869227
UP000886367	1869227
UP000886396	1869227
UP000886401	1869227
UP000240571	1869229
UP000093224	1869230
UP000236258	1869241
UP000179897	1869245
UP000175712	1869297
UP000175651	1869298
UP000175879	1869299
UP000175748	1869300
UP000175580	1869301
UP000189547	1869302
UP000176030	1869303
UP000188782	1869304
UP000175965	1869305
UP000175790	1869306
UP000175620	1869307
UP000175708	1869308
UP000176100	1869309
UP000176103	1869310
UP000176077	1869311
UP000175943	1869312
UP000281332	1869313
UP000236145	1869314
UP000262946	1869337
UP000757697	1869337
UP000786844	1869337
UP000260060	1869339
UP000269924	1869339
UP000469491	1869339
UP000519417	1869339
UP000530820	1869339
UP000589488	1869339
UP000599954	1869339
UP000608189	1869339
UP000621191	1869339
UP000623690	1869339
UP000628122	1869339
UP000629451	1869339
UP000672297	1869339
UP000714894	1869339
UP000718197	1869339
UP000722804	1869339
UP000737992	1869339
UP000751006	1869339
UP000775506	1869339
UP000805761	1869339
UP000228607	1870902
UP000785395	1870902
UP000229453	1870903
UP000033103	187101
UP000753256	1871019
UP000769156	1871021
UP000705508	1871024
UP000713880	1871024
UP000217621	1871037
UP000217900	1871037
UP000218656	1871037
UP000218764	1871037
UP000224536	1871037
UP000226516	1871037
UP000226560	1871037
UP000226569	1871037
UP000226594	1871037
UP000226609	1871037
UP000226663	1871037
UP000226717	1871037
UP000226728	1871037
UP000226734	1871037
UP000226751	1871037
UP000226752	1871037
UP000226771	1871037
UP000226785	1871037
UP000226809	1871037
UP000226828	1871037
UP000226888	1871037
UP000226896	1871037
UP000226950	1871037
UP000226974	1871037
UP000227012	1871037
UP000227041	1871037
UP000227066	1871037
UP000227085	1871037
UP000227095	1871037
UP000227100	1871037
UP000227101	1871037
UP000227120	1871037
UP000227136	1871037
UP000227146	1871037
UP000227149	1871037
UP000227153	1871037
UP000227168	1871037
UP000227173	1871037
UP000227176	1871037
UP000227177	1871037
UP000227186	1871037
UP000227198	1871037
UP000227199	1871037
UP000227201	1871037
UP000227202	1871037
UP000227230	1871037
UP000227235	1871037
UP000227238	1871037
UP000227248	1871037
UP000227268	1871037
UP000227310	1871037
UP000227329	1871037
UP000227330	1871037
UP000228585	1871037
UP000228601	1871037
UP000228786	1871037
UP000228793	1871037
UP000228887	1871037
UP000229423	1871037
UP000229440	1871037
